gene_id,loading_comp1_rss,loading_comp2_rss,loading_max,top_time_feature
Nfu_g_1_022824,0.03787759024960846,0.02261922476052513,0.030682261849336895,w20
Nfu_g_1_008079,0.0378170223651235,0.021991973940120646,0.03071782616619968,w20
Nfu_g_1_008347,0.03779345439306702,0.02550725185703773,0.0329444140620652,delta20minus10
Nfu_g_1_001278,0.037773904563773976,0.02294551455614811,0.02579990921253112,delta20minus10
Nfu_g_1_017748,0.037721076252372227,0.05289229244665945,0.03613533452270053,w20
Nfu_g_1_015864,0.037651421176704634,0.03290776008635429,0.027059436942299838,w10
Nfu_g_1_009388,0.03757880296706637,0.022348701994719538,0.026257726861760658,delta20minus10
Nfu_g_1_003176,0.0374950216893501,0.036434920291718825,0.031090864642998726,w20
Nfu_g_1_005405,0.03738203680599074,0.05447993026094126,0.039862860046446444,delta20minus10
Nfu_g_1_012746,0.037357526272815134,0.01437052986251657,0.02898009324773381,w20
Nfu_g_1_013268,0.03731268256437526,0.02959330249892216,0.029998052126140852,w20
Nfu_g_1_017108,0.03726856701482473,0.019485733727354317,0.027694028478592855,w20
Nfu_g_1_011425,0.037236438626121186,0.028602088822161535,0.027509471077274174,w20
Nfu_g_1_015006,0.03722449386844919,0.026192872113648662,0.027612440808807447,w20
Nfu_g_1_001362,0.037083120202614464,0.020969454645950576,0.029775153290998755,w20
Nfu_g_1_007944,0.037082433885803553,0.02430605465828057,0.029629411929556804,w20
Nfu_g_1_006623,0.03707032072323116,0.042336474209045856,0.029605460204961395,delta20minus10
Nfu_g_1_016671,0.037019337279434954,0.030847017899234913,0.029667832018689645,w20
Nfu_g_1_009584,0.036983324008193055,0.03365339098946383,0.02938685649091837,w20
Nfu_g_1_021785,0.036976154638325445,0.027555426911984583,0.029584403777529973,w20
Nfu_g_1_019317,0.03693297749662776,0.015578885396697243,0.028922036226087557,w20
Nfu_g_1_002857,0.03693180137773546,0.019508958942657598,0.02479695356796341,delta20minus10
Nfu_g_1_017327,0.036889440393986506,0.02151252102894673,0.027421372683109603,w20
Nfu_g_1_018261,0.03688377673559944,0.030347375724698963,0.027075299678793085,w20
Nfu_g_1_011837,0.036873555609594745,0.020008706586928993,0.02678297422210315,w20
Nfu_g_1_013874,0.03680051129356405,0.031172359429919808,0.02779330121941165,w10
Nfu_g_1_021114,0.036693846178344355,0.02524103326925125,0.03061883384910195,w10
Nfu_g_1_011860,0.03665935389503996,0.01824040466448515,0.031141510919488746,w20
Nfu_g_1_022345,0.03663258992685788,0.05072001767529392,0.03465554812585769,delta20minus10
Nfu_g_1_017961,0.03660321285406384,0.027143879738173633,0.025815231500563245,w20
Nfu_g_1_004681,0.036569630020887894,0.015119936045772516,0.02541687673487471,w20
Nfu_g_1_005253,0.036543330439714326,0.027510411483309165,0.030157639964332177,w20
Nfu_g_1_011286,0.036486135747864995,0.018817551069749743,0.02816641095220629,w20
Nfu_g_1_002980,0.0364472277534921,0.03229358607053385,0.02592199372971813,delta20minus10
Nfu_g_1_005078,0.03642466116554067,0.029463639193696448,0.024918207492209923,delta20minus10
Nfu_g_1_019960,0.03638875029411165,0.04454316261900305,0.036299453516918725,delta20minus10
Nfu_g_1_009773,0.03629639063630958,0.02037622495642032,0.026360311255041832,w10
Nfu_g_1_004056,0.036289942122698204,0.015411555511609675,0.02885770538843656,w20
Nfu_g_1_012938,0.03624165878175818,0.00779794668805768,0.027356849460650198,w10
Nfu_g_1_008523,0.036196322229906375,0.040696779761720904,0.02882712026458069,delta20minus10
Nfu_g_1_004178,0.036188568595951605,0.018852191909711206,0.026765868327294773,w20
Nfu_g_1_009700,0.03618581665160463,0.0250990185705355,0.025872209766689264,delta20minus10
Nfu_g_1_004546,0.036129719259433514,0.01971135111765866,0.027047701863009713,w20
Nfu_g_1_022942,0.036128196806238876,0.022076631827720773,0.02761563627409947,w10
Nfu_g_1_015955,0.036037555625686155,0.026370201323241457,0.02885796679255486,w20
Nfu_g_1_019324,0.03600871649962511,0.052060628134739224,0.03526879378634426,delta20minus10
