gene_id,top50_count,top50_frequency,loading_comp1_rss,loading_comp2_rss,loading_max,top_time_feature
Nfu_g_1_004388,91,0.6066666666666667,0.056476140367387566,0.03480750971312448,0.04307435560492586,w20
Nfu_g_1_003403,89,0.5933333333333334,0.05566114021422086,0.032525272983984437,0.037206294751245046,delta20minus10
Nfu_g_1_006595,88,0.5866666666666667,0.05688031191126716,0.01619121335058834,0.036590089364875615,delta20minus10
Nfu_g_1_008034,88,0.5866666666666667,0.056847659742695456,0.02555536827605116,0.036987614120921934,delta20minus10
Nfu_g_1_017770,88,0.5866666666666667,0.05652323141793172,0.015044914134560421,0.03972523059192553,delta20minus10
Nfu_g_1_015191,86,0.5733333333333334,0.05666106412935197,0.0032278538242230363,0.036884203594222814,w20
Nfu_g_1_018199,86,0.5733333333333334,0.05621482310246049,0.01473273247381641,0.038154021984793146,w20
Nfu_g_1_011166,83,0.5533333333333333,0.05623287085403493,0.021659767911168512,0.036450621997318765,delta20minus10
Nfu_g_1_017258,81,0.54,0.05571563520078652,0.016184846820764837,0.03686293332931095,delta20minus10
Nfu_g_1_005331,78,0.52,0.05535854602255312,0.028005302245092383,0.035134756648514315,delta20minus10
Nfu_g_1_019542,77,0.5133333333333333,0.055492574454942434,0.015469299553907646,0.03641302380113169,w20
Nfu_g_1_002509,76,0.5066666666666667,0.05531961528887995,0.021739082142399904,0.03870712413170677,w20
Nfu_g_1_022528,73,0.4866666666666667,0.055327587244136195,0.007375600629364235,0.03850220871988094,w20
Nfu_g_1_008150,71,0.47333333333333333,0.05527205654755454,0.008529614520190418,0.03703074760909597,delta20minus10
Nfu_g_1_009023,70,0.4666666666666667,0.05422094792753144,0.042453264958460614,0.03658721833953729,w20
Nfu_g_1_003840,65,0.43333333333333335,0.05434837964867891,0.016478891815924948,0.037466379686651605,delta20minus10
Nfu_g_1_003006,62,0.41333333333333333,0.0544448921226555,0.008187771632445238,0.03646504821097029,w20
Nfu_g_1_012132,61,0.4066666666666667,0.05422009132497567,0.025075799977848996,0.04188248722491087,w20
Nfu_g_1_018339,59,0.3933333333333333,0.05348962860924911,0.02762234061990562,0.03554907290137778,w10
Nfu_g_1_013048,55,0.36666666666666664,0.054307473363459015,0.02407375170800742,0.03631631582028305,delta20minus10
Nfu_g_1_016492,54,0.36,0.05419743688037561,0.04124613456949156,0.03784907057957073,w20
Nfu_g_1_019448,54,0.36,0.05351760617321931,0.01644985311674016,0.03688259543536481,w20
Nfu_g_1_008007,53,0.35333333333333333,0.052054594441321024,0.031761043350115044,0.03337758196073062,delta20minus10
Nfu_g_1_006202,52,0.3466666666666667,0.05352786521539857,0.020472298127885345,0.038128426201526705,w20
Nfu_g_1_009142,52,0.3466666666666667,0.05288326777475646,0.0010608738324826828,0.036175344929551684,w20
Nfu_g_1_016257,52,0.3466666666666667,0.05389174895693097,0.02585844687823119,0.03711913328422783,delta20minus10
Nfu_g_1_018606,52,0.3466666666666667,0.05250319808292287,0.036298234850046886,0.03994730983435315,w20
Nfu_g_1_020720,52,0.3466666666666667,0.05341024050763674,0.005582415034682553,0.038191743006993246,w20
Nfu_g_1_021184,51,0.34,0.05190772783166903,0.03069266129370842,0.0325115087132878,delta20minus10
Nfu_g_1_003683,50,0.3333333333333333,0.05314086853984456,0.017528382301617816,0.035696797095502025,delta20minus10
Nfu_g_1_009697,50,0.3333333333333333,0.05210542438218467,0.02968310578544213,0.03371117018759935,delta20minus10
Nfu_g_1_003631,49,0.32666666666666666,0.0537422784793044,0.02171658369853513,0.03690313452379114,w20
Nfu_g_1_005432,47,0.31333333333333335,0.05290008341441173,0.019649118462052913,0.0358635268824181,delta20minus10
Nfu_g_1_004176,46,0.30666666666666664,0.052055086290207615,0.007271883975856513,0.03605638956216331,w20
Nfu_g_1_010922,46,0.30666666666666664,0.05105351801628065,0.03894132895391407,0.03612747646699969,w20
Nfu_g_1_013039,46,0.30666666666666664,0.05260210229664798,0.00992794098025159,0.03830752520859075,w20
Nfu_g_1_021079,46,0.30666666666666664,0.053337464495529785,0.0379522718724974,0.035911092177579436,delta20minus10
Nfu_g_1_011064,45,0.3,0.05233951199540922,0.025246908102975297,0.03551108481564126,delta20minus10
Nfu_g_1_012912,44,0.29333333333333333,0.05046192875888014,0.02588715249983199,0.03469174451117794,delta20minus10
Nfu_g_1_005373,43,0.2866666666666667,0.05268308952454741,0.012195621551011672,0.03814876439546352,w20
Nfu_g_1_004335,42,0.28,0.05136979981859853,0.010171521806435999,0.0347093529809448,w20
Nfu_g_1_021472,42,0.28,0.05093127319472832,0.03916609094965047,0.033701296963313705,delta20minus10
Nfu_g_1_003058,41,0.2733333333333333,0.05194758338268613,0.00817825588240285,0.03609029732131458,delta20minus10
Nfu_g_1_009541,40,0.26666666666666666,0.051840262238462505,0.011095931695988775,0.03595985960412663,delta20minus10
Nfu_g_1_020760,40,0.26666666666666666,0.051737058391000235,0.03235672603159772,0.03441834013758677,delta20minus10
Nfu_g_1_003740,39,0.26,0.051070613325580515,0.03491400330525511,0.033114943358801815,delta20minus10
Nfu_g_1_006050,39,0.26,0.05237052235000448,0.034075299877110596,0.0362557215252348,w20
Nfu_g_1_022747,39,0.26,0.05202717251951914,0.02667341238876564,0.03779391937811694,w20
Nfu_g_1_015537,38,0.25333333333333335,0.05207212048733464,0.0375461562281135,0.0346105641903945,delta20minus10
Nfu_g_1_004844,37,0.24666666666666667,0.05168283059811093,0.028218672133841466,0.03610933754384422,delta20minus10
Nfu_g_1_007672,37,0.24666666666666667,0.05260818903046444,0.014114871321618186,0.03762947296122868,w20
Nfu_g_1_022908,37,0.24666666666666667,0.05151066480709439,0.00822980362269894,0.03701154386716462,w20
Nfu_g_1_005126,36,0.24,0.0504662487972323,0.03886219024316365,0.034387953831376855,w20
Nfu_g_1_008967,36,0.24,0.0509515881430432,0.025355119362781252,0.038374548486719194,w20
Nfu_g_1_009961,34,0.22666666666666666,0.051535526725765925,0.027428041424345514,0.03779946230694978,w20
Nfu_g_1_013151,34,0.22666666666666666,0.04742501883618426,0.02565717726618106,0.030019120329397155,delta20minus10
Nfu_g_1_023057,34,0.22666666666666666,0.05186228067034003,0.02808462344121053,0.03540251123035685,delta20minus10
Nfu_g_1_003293,33,0.22,0.0521474192731902,0.019644568189205187,0.034973402745886985,w20
Nfu_g_1_007943,33,0.22,0.05238412796698782,0.027867418465711377,0.03563277979595219,delta20minus10
Nfu_g_1_009489,33,0.22,0.051264228809706054,0.015364525463446415,0.03604738580538665,delta20minus10
Nfu_g_1_012023,32,0.21333333333333335,0.050517793746114495,0.02179301763475048,0.03315041428539065,delta20minus10
Nfu_g_1_020628,31,0.20666666666666667,0.051720643330860974,0.018968076031979093,0.03613882559734147,delta20minus10
Nfu_g_1_021506,31,0.20666666666666667,0.051928752771002694,0.013193812807780769,0.03860351326191502,w20
Nfu_g_1_023384,31,0.20666666666666667,0.04848094894401187,0.04274643449475873,0.03641948992459249,w20
Nfu_g_1_015122,30,0.2,0.05062214114927206,0.04314879460450221,0.03651627510238524,w20
Nfu_g_1_022203,30,0.2,0.04938655015063084,0.03656788699381595,0.0354859572759454,w20
Nfu_g_1_014332,29,0.19333333333333333,0.051379899756196286,0.020082466197620098,0.03427706757779269,delta20minus10
Nfu_g_1_016840,29,0.19333333333333333,0.0457457463833996,0.03845524579766897,0.033318586883576404,w20
Nfu_g_1_021217,29,0.19333333333333333,0.050203183114354316,0.023467650384558912,0.03696512488608624,w20
Nfu_g_1_021332,29,0.19333333333333333,0.048900239077551866,0.03238331026367813,0.03238501827141341,delta20minus10
Nfu_g_1_012130,27,0.18,0.05143842631115953,0.02657335445117121,0.04035518526494391,w20
Nfu_g_1_023298,26,0.17333333333333334,0.0510581670805442,0.005037937952147372,0.03643643968895655,w20
Nfu_g_1_021857,25,0.16666666666666666,0.044719975460128764,0.04354222616183044,0.03507807697328946,w20
Nfu_g_1_022387,25,0.16666666666666666,0.047592563978070004,0.044427308334487534,0.035269277464847135,w20
Nfu_g_1_003568,24,0.16,0.04845804244594401,0.03518082903409047,0.038687211720771705,w20
Nfu_g_1_022737,24,0.16,0.048262910580226,0.02981754332226692,0.0373758115005967,w20
Nfu_g_1_023076,24,0.16,0.05115079955514056,0.03788030350236868,0.03557124681339588,w20
Nfu_g_1_008727,23,0.15333333333333332,0.04689458318339603,0.0507809145144349,0.034423349679572945,delta20minus10
Nfu_g_1_017264,23,0.15333333333333332,0.05097458153181676,0.008360448265206849,0.036494453342434514,delta20minus10
Nfu_g_1_018368,23,0.15333333333333332,0.04732337945829037,0.01762789436386778,0.03198145206255981,delta20minus10
Nfu_g_1_011840,22,0.14666666666666667,0.05046463696505945,0.02872418059188972,0.03493701700017249,delta20minus10
Nfu_g_1_021582,22,0.14666666666666667,0.05054064422768467,0.02235217302605524,0.0347543584269031,delta20minus10
Nfu_g_1_003560,21,0.14,0.04775965890525686,0.03633014302037187,0.03677088194683002,w20
Nfu_g_1_008961,21,0.14,0.04774263728814551,0.032098259687285705,0.03275496350174854,delta20minus10
Nfu_g_1_017360,21,0.14,0.048914222877703153,0.004816549431073065,0.036127552557153,w20
Nfu_g_1_019255,21,0.14,0.05093093093614385,0.026987772866407255,0.035377519338249085,delta20minus10
Nfu_g_1_016864,20,0.13333333333333333,0.04671220690621658,0.03490117090835105,0.03298246529826849,w20
Nfu_g_1_018548,20,0.13333333333333333,0.05004844476259098,0.051378679672231684,0.04124243406042679,w20
Nfu_g_1_001254,19,0.12666666666666668,0.04882574305402375,0.015081523137820131,0.03736788336983921,w20
Nfu_g_1_001454,19,0.12666666666666668,0.04424947414190713,0.03633795953804904,0.0344909084297376,w20
Nfu_g_1_015843,19,0.12666666666666668,0.04505508003914463,0.05618218437403625,0.04088281219694819,w20
Nfu_g_1_001228,18,0.12,0.04828588755978324,0.027681663505185652,0.0375358423111491,w20
Nfu_g_1_008090,18,0.12,0.049678091733320925,0.006615454155474021,0.03597351770254783,w20
Nfu_g_1_008319,18,0.12,0.048044849693591775,0.03491215344905428,0.031076071474731688,delta20minus10
Nfu_g_1_004897,17,0.11333333333333333,0.048837904441101476,0.008096095726355388,0.03317789380543257,w20
Nfu_g_1_010700,17,0.11333333333333333,0.04461424067758032,0.02179309468663957,0.02915857315135408,delta20minus10
Nfu_g_1_014026,17,0.11333333333333333,0.049238079114197454,0.025879628982782465,0.03358561583138912,delta20minus10
Nfu_g_1_014944,17,0.11333333333333333,0.04556416202180058,0.031184310797961582,0.03329177280385469,w20
Nfu_g_1_017567,17,0.11333333333333333,0.04832617768890587,0.022500155374654402,0.03560580149248386,w20
Nfu_g_1_018501,17,0.11333333333333333,0.04864176919908378,0.015541138182076239,0.034841493185394645,delta20minus10
Nfu_g_1_022636,17,0.11333333333333333,0.05026689447810515,0.021444484163875274,0.03450431537162491,delta20minus10
Nfu_g_1_006644,16,0.10666666666666667,0.04934539449711573,0.032852976934266157,0.033512407938991184,delta20minus10
Nfu_g_1_007125,16,0.10666666666666667,0.0503045675824162,0.0361177213733851,0.034092059704020204,delta20minus10
Nfu_g_1_011169,16,0.10666666666666667,0.04748568608023784,0.01889264346648868,0.030929971445013332,w10
Nfu_g_1_012618,16,0.10666666666666667,0.04802801974846654,0.013855248847720861,0.034879297071999965,delta20minus10
Nfu_g_1_016152,16,0.10666666666666667,0.047635636163081384,0.008220685283488516,0.0341016636139798,w20
Nfu_g_1_018376,16,0.10666666666666667,0.04871654929210998,0.0048394163177231725,0.03460232514960862,delta20minus10
Nfu_g_1_019219,16,0.10666666666666667,0.04623110433802286,0.07969836654516811,0.06749982862888602,w20
Nfu_g_1_004440,15,0.1,0.04571812225880594,0.012941291440332915,0.030881824035423746,w20
Nfu_g_1_007567,15,0.1,0.05053448599858543,0.015550600164503573,0.03646778451639687,w20
Nfu_g_1_011459,15,0.1,0.04534987732840498,0.02191676679657117,0.033506564537918115,w20
Nfu_g_1_011849,15,0.1,0.04283996894641247,0.0362359555573157,0.029093322490343305,delta20minus10
Nfu_g_1_013465,15,0.1,0.048893170051893205,0.032959349168325665,0.03319583419989962,delta20minus10
Nfu_g_1_019840,15,0.1,0.05026852129162146,0.015382747291195712,0.03515553238067299,delta20minus10
Nfu_g_1_009522,14,0.09333333333333334,0.043304892197280176,0.024021171452875804,0.03208656807367686,delta20minus10
Nfu_g_1_017150,14,0.09333333333333334,0.04038974492911728,0.08403215116271132,0.058930989477625144,w20
Nfu_g_1_008211,13,0.08666666666666667,0.047670113583567916,0.007687686654843856,0.03480973542527025,delta20minus10
Nfu_g_1_016812,13,0.08666666666666667,0.04691034377292824,0.03853595865962035,0.037053287371713484,w20
Nfu_g_1_017163,13,0.08666666666666667,0.04238645931317966,0.03699232959183018,0.03248298328800128,w20
Nfu_g_1_018749,13,0.08666666666666667,0.0413273871122113,0.042672440425277715,0.03541491724195769,delta20minus10
Nfu_g_1_005521,12,0.08,0.041813342775556504,0.027884245063058945,0.027205335389167515,delta20minus10
Nfu_g_1_016608,12,0.08,0.04688608738900443,0.007529153828032924,0.03267975811978795,w20
Nfu_g_1_018839,12,0.08,0.04170652504972143,0.024955306673775362,0.02783437969103443,delta20minus10
Nfu_g_1_011824,11,0.07333333333333333,0.048248247748274554,0.0310586767903745,0.032762974637173016,delta20minus10
Nfu_g_1_020600,11,0.07333333333333333,0.04185998039953286,0.06454027329190994,0.05268036776516383,w20
Nfu_g_1_020882,11,0.07333333333333333,0.04072282389944289,0.02328896687846645,0.026451867144778474,delta20minus10
Nfu_g_1_021435,11,0.07333333333333333,0.044422019272551495,0.039778740127212595,0.030196301600587568,delta20minus10
Nfu_g_1_008151,10,0.06666666666666667,0.04759362446567036,0.01556387941918354,0.03376259494762532,w20
Nfu_g_1_002060,9,0.06,0.046203569754353274,0.021509233588794772,0.03870587659474657,w20
Nfu_g_1_002707,9,0.06,0.04794934800056567,0.00923354086360495,0.036403012061697604,w20
Nfu_g_1_009150,9,0.06,0.04370471940797072,0.0225896318102032,0.031775083439475646,w20
Nfu_g_1_014748,9,0.06,0.04646690116865497,0.0035014626613174967,0.0330308320599783,w20
Nfu_g_1_002980,8,0.05333333333333334,0.0364472277534921,0.03229358607053385,0.02592199372971813,delta20minus10
Nfu_g_1_007385,8,0.05333333333333334,0.046973939772576204,0.04385826611059331,0.03468756845687227,w20
Nfu_g_1_013884,8,0.05333333333333334,0.044076350961937676,0.027682956098428465,0.032287899322180694,w20
Nfu_g_1_017552,8,0.05333333333333334,0.04525299684400597,0.020076045643872116,0.03354497579974722,w20
Nfu_g_1_018736,8,0.05333333333333334,0.047492618998850294,0.03106356406229788,0.0326309417216963,delta20minus10
Nfu_g_1_003248,7,0.04666666666666667,0.045225656181780496,0.008288275871047744,0.03262747078360422,w20
Nfu_g_1_006177,7,0.04666666666666667,0.04000797425144542,0.015220025728678395,0.029171278986118234,w20
Nfu_g_1_008080,7,0.04666666666666667,0.047150167602540004,0.034926280414800455,0.031241420094526462,delta20minus10
Nfu_g_1_008383,7,0.04666666666666667,0.03993674233027721,0.05445339238568851,0.051577412684007604,w20
Nfu_g_1_009306,7,0.04666666666666667,0.045676807863152875,0.021758398928128694,0.03390312302760499,w20
Nfu_g_1_011147,7,0.04666666666666667,0.043568806272743434,0.014051988680964751,0.03294295646366226,w20
Nfu_g_1_019855,7,0.04666666666666667,0.048308931948037,0.0351606368053015,0.03327515268519227,delta20minus10
Nfu_g_1_020233,7,0.04666666666666667,0.04197330832063085,0.012714834535655415,0.0303273478474548,w20
Nfu_g_1_001278,6,0.04,0.037773904563773976,0.02294551455614811,0.02579990921253112,delta20minus10
Nfu_g_1_003853,6,0.04,0.04514380009871144,0.03958573305835525,0.03359553313712749,delta20minus10
Nfu_g_1_004218,6,0.04,0.04473363126746594,0.024695482239535847,0.033227812411314873,w20
Nfu_g_1_005293,6,0.04,0.04765962525041719,0.04152220728782197,0.032011749654666084,delta20minus10
Nfu_g_1_009390,6,0.04,0.03908449951897119,0.044695246437269326,0.033813088413649016,delta20minus10
Nfu_g_1_020222,6,0.04,0.04419546637080922,0.026785861098678965,0.031445357175676966,delta20minus10
Nfu_g_1_021212,6,0.04,0.040482609565286314,0.03932290262516098,0.033080654514292665,w20
Nfu_g_1_002610,5,0.03333333333333333,0.04157469734180483,0.01788979257127137,0.0282172839988949,delta20minus10
Nfu_g_1_003257,5,0.03333333333333333,0.03803896635734161,0.07391303043262572,0.055790104070877006,w20
Nfu_g_1_007891,5,0.03333333333333333,0.04542443927967361,0.01907184489840559,0.030903957043140185,delta20minus10
Nfu_g_1_009921,5,0.03333333333333333,0.034593601777012366,0.03304406819775877,0.025580719281833177,w20
Nfu_g_1_010475,5,0.03333333333333333,0.038177364095084106,0.02006908777825383,0.02652201723811097,delta20minus10
Nfu_g_1_014183,5,0.03333333333333333,0.03597641362635486,0.015976880498322618,0.024704911623160374,delta20minus10
Nfu_g_1_015809,5,0.03333333333333333,0.038455544845880554,0.02544185283303036,0.02668470667641698,delta20minus10
Nfu_g_1_003707,4,0.02666666666666667,0.04289395244899119,0.013829146903425191,0.033183042588273225,w20
Nfu_g_1_003972,4,0.02666666666666667,0.04134274978859503,0.02823472851949052,0.029075149414259732,delta20minus10
Nfu_g_1_004090,4,0.02666666666666667,0.045359163322822,0.04669147487307182,0.0360165666875817,w20
Nfu_g_1_004132,4,0.02666666666666667,0.03568717309293789,0.050613576083766224,0.043018963813747944,w20
Nfu_g_1_004546,4,0.02666666666666667,0.036129719259433514,0.01971135111765866,0.027047701863009713,w20
Nfu_g_1_004633,4,0.02666666666666667,0.03036219894129804,0.06132975584429247,0.04929088210973555,w20
Nfu_g_1_005405,4,0.02666666666666667,0.03738203680599074,0.05447993026094126,0.039862860046446444,delta20minus10
Nfu_g_1_007373,4,0.02666666666666667,0.03517184166708859,0.005233844492359737,0.023570339708550245,delta20minus10
Nfu_g_1_008077,4,0.02666666666666667,0.038397584823729305,0.015132866232431385,0.024961975933432443,delta20minus10
Nfu_g_1_008348,4,0.02666666666666667,0.04429977446267506,0.03167306569596922,0.03139279112256542,delta20minus10
Nfu_g_1_008555,4,0.02666666666666667,0.0429682352622513,0.020297635370885393,0.030831230112546276,w20
Nfu_g_1_008823,4,0.02666666666666667,0.04049649095861093,0.02465718432663078,0.03158213156278655,w20
Nfu_g_1_009884,4,0.02666666666666667,0.04548389299146655,0.023398007351150024,0.03592396390618917,w20
Nfu_g_1_011837,4,0.02666666666666667,0.036873555609594745,0.020008706586928993,0.02678297422210315,w20
Nfu_g_1_011905,4,0.02666666666666667,0.04335197332859587,0.02243644448354108,0.029763800368497056,w20
Nfu_g_1_017207,4,0.02666666666666667,0.032649068454992464,0.03747157207874542,0.03105323688955759,delta20minus10
Nfu_g_1_018009,4,0.02666666666666667,0.03526139376132487,0.04625392319310182,0.03846499950798701,delta20minus10
Nfu_g_1_019977,4,0.02666666666666667,0.04245018779815369,0.029506032658082288,0.03272805096947158,w20
Nfu_g_1_022806,4,0.02666666666666667,0.04338128333218127,0.018791034734153063,0.030021838141532146,delta20minus10
Nfu_g_1_000421,3,0.02,0.041814790630394984,0.03285952181279845,0.028252862312516665,delta20minus10
Nfu_g_1_001145,3,0.02,0.037995523717532224,0.03402876521338225,0.02770975171076404,delta20minus10
Nfu_g_1_001379,3,0.02,0.04479488986459126,0.03539811061987409,0.031044725054034425,delta20minus10
Nfu_g_1_003111,3,0.02,0.04413869094130842,0.032971564020136936,0.030671359061260728,delta20minus10
Nfu_g_1_003269,3,0.02,0.0427742280165579,0.02471269650653306,0.03122960059274093,w20
Nfu_g_1_004681,3,0.02,0.036569630020887894,0.015119936045772516,0.02541687673487471,w20
Nfu_g_1_004833,3,0.02,0.03994680440228676,0.008861279868633358,0.027805645871009116,w20
Nfu_g_1_005447,3,0.02,0.03171522710473662,0.0375694914797901,0.03239625480125115,delta20minus10
Nfu_g_1_005591,3,0.02,0.040660341928417276,0.007889799786533617,0.031796152226085526,delta20minus10
Nfu_g_1_006397,3,0.02,0.035347720094398474,0.04032420583697589,0.031989182783616114,w20
Nfu_g_1_006411,3,0.02,0.032159445651287207,0.014208346132789564,0.025853479779416415,delta20minus10
Nfu_g_1_006560,3,0.02,0.03296838069888468,0.009271765230193952,0.026058379995235175,w20
Nfu_g_1_007579,3,0.02,0.03874228037023711,0.026032761035662686,0.02681805827718811,w20
Nfu_g_1_007699,3,0.02,0.043368999696340414,0.03499769103675703,0.02913214931736711,delta20minus10
Nfu_g_1_007885,3,0.02,0.03938525384888922,0.013225432307394537,0.027864904737705427,delta20minus10
Nfu_g_1_008081,3,0.02,0.04231861609304804,0.012503613703588214,0.031484678029597084,w20
Nfu_g_1_008411,3,0.02,0.035007280686416425,0.06256392196312344,0.04894371142952061,w20
Nfu_g_1_010976,3,0.02,0.032776443627935255,0.0017853986303609439,0.02335108789025717,delta20minus10
Nfu_g_1_012848,3,0.02,0.043869084155130765,0.016969116119805863,0.0303519670546905,w20
Nfu_g_1_015114,3,0.02,0.044446551199165865,0.014931933249661477,0.03132068216371594,w20
Nfu_g_1_017453,3,0.02,0.042436841958729106,0.04222482822277909,0.028112677298400703,delta20minus10
Nfu_g_1_017714,3,0.02,0.04293199002099868,0.02387528904632826,0.028909366390175602,w20
Nfu_g_1_018287,3,0.02,0.04299510431818123,0.030193585098061932,0.031971867151451165,w20
Nfu_g_1_018675,3,0.02,0.0394378437438931,0.04768188791604807,0.03316606822851198,w20
Nfu_g_1_020127,3,0.02,0.04275175443239209,0.02563163456835007,0.030992640932848894,w20
Nfu_g_1_020588,3,0.02,0.038821715897325415,0.01500659623652928,0.026283377359248544,delta20minus10
Nfu_g_1_021382,3,0.02,0.032476592778892,0.05253236701891012,0.03975862462868288,w20
Nfu_g_1_021490,3,0.02,0.044459759108524316,0.02065617618406368,0.03292801543374726,w20
Nfu_g_1_021561,3,0.02,0.0394094585628732,0.022601730769060097,0.028857178680846203,w20
Nfu_g_1_000665,2,0.013333333333333334,0.042756833232824844,0.023747278363605472,0.03130720737472402,w20
Nfu_g_1_001694,2,0.013333333333333334,0.03532778872034014,0.03237858351045504,0.027952783688873436,w20
Nfu_g_1_003023,2,0.013333333333333334,0.044016157880554026,0.019188551609595067,0.03227828340821445,w20
Nfu_g_1_003310,2,0.013333333333333334,0.034932565419938014,0.017272108682601452,0.024043485633830013,w10
Nfu_g_1_005271,2,0.013333333333333334,0.04223792217359418,0.03861245914164814,0.029110776960430386,delta20minus10
Nfu_g_1_006079,2,0.013333333333333334,0.0448367075906828,0.024927941861941222,0.03264507905492085,w20
Nfu_g_1_006610,2,0.013333333333333334,0.035905621629374225,0.00487151105487775,0.02503939540808658,delta20minus10
Nfu_g_1_007235,2,0.013333333333333334,0.04190935248523577,0.014484712056413478,0.029528304552008812,w20
Nfu_g_1_008965,2,0.013333333333333334,0.0319667829136779,0.019987367072923572,0.023128836752618596,w10
Nfu_g_1_009372,2,0.013333333333333334,0.027946899271825518,0.0380874206994992,0.030839916428044244,w20
Nfu_g_1_009680,2,0.013333333333333334,0.029225029012139917,0.044204756694807536,0.031056281605469638,delta20minus10
Nfu_g_1_009773,2,0.013333333333333334,0.03629639063630958,0.02037622495642032,0.026360311255041832,w10
Nfu_g_1_011219,2,0.013333333333333334,0.03930639295619595,0.019568906694429032,0.027552952605473174,delta20minus10
Nfu_g_1_012937,2,0.013333333333333334,0.03560983374983244,0.013239342677062822,0.026582669802193946,delta20minus10
Nfu_g_1_013031,2,0.013333333333333334,0.045485053298492124,0.006136926658141061,0.036257343548762026,w20
Nfu_g_1_013299,2,0.013333333333333334,0.031789209280725435,0.03560007919430124,0.03123883022273302,w20
Nfu_g_1_015049,2,0.013333333333333334,0.03899383579225696,0.016941444157183547,0.02808178460864164,w20
Nfu_g_1_018794,2,0.013333333333333334,0.03514824418178793,0.03777510354838189,0.03066291289484032,w20
Nfu_g_1_020491,2,0.013333333333333334,0.027935675287751392,0.03599754812517241,0.026067758022642096,w20
Nfu_g_1_020815,2,0.013333333333333334,0.03541151925565028,0.025825819744908073,0.02530221982325593,delta20minus10
Nfu_g_1_021426,2,0.013333333333333334,0.040670668163302504,0.010078112265043905,0.03066199487141961,w20
Nfu_g_1_021841,2,0.013333333333333334,0.04017561373495917,0.0401318248059231,0.02836603316635089,delta20minus10
Nfu_g_1_021914,2,0.013333333333333334,0.04415165960719973,0.031168892502876532,0.03424355311901186,w20
Nfu_g_1_022756,2,0.013333333333333334,0.038600107018973394,0.026885233351148185,0.029220540174550325,w20
Nfu_g_1_022824,2,0.013333333333333334,0.03787759024960846,0.02261922476052513,0.030682261849336895,w20
Nfu_g_1_000186,1,0.006666666666666667,0.035847112981713156,0.04878542147430794,0.0328697289362336,delta20minus10
Nfu_g_1_000226,1,0.006666666666666667,0.038476408304856234,0.026119343191583218,0.030918748689421034,w20
Nfu_g_1_000355,1,0.006666666666666667,0.024488223964371975,0.04007287723140586,0.03195119934700534,delta20minus10
Nfu_g_1_000449,1,0.006666666666666667,0.04168193457335851,0.03697744881487067,0.028068594411616965,w20
Nfu_g_1_000696,1,0.006666666666666667,0.027339434081551386,0.05957272394048871,0.04289338988967115,w20
Nfu_g_1_001230,1,0.006666666666666667,0.03130699179988662,0.016335802915601955,0.024662530048540465,w20
Nfu_g_1_001315,1,0.006666666666666667,0.039679108805213484,0.04224625836549458,0.02893337803406251,delta20minus10
