gene,Comp1_loading,Comp2_loading,abs_Comp1,abs_Comp2,in_M178_SREBF1_BTM,sterol_focus_gene
IGHG1 /// IGHM,-0.003058358048139514,-0.0030897497032089153,0.003058358048139514,0.0030897497032089153,FALSE,FALSE
PTN,0.0030546857540929674,-0.014538663276701983,0.0030546857540929674,0.014538663276701983,FALSE,FALSE
REPS2,0.003053255256235324,0.0175962343473883,0.003053255256235324,0.0175962343473883,FALSE,FALSE
KCNE3,0.003052075428995801,-0.01683970521739956,0.003052075428995801,0.01683970521739956,FALSE,FALSE
CCNJ,-0.003051716702878841,-0.0017506692668976384,0.003051716702878841,0.0017506692668976384,FALSE,FALSE
NPL,0.003036290908788542,0.0014263330457427897,0.003036290908788542,0.0014263330457427897,FALSE,FALSE
DSC1,0.003032330350489852,0.017019289393264744,0.003032330350489852,0.017019289393264744,FALSE,FALSE
FCGR3B,0.003028495327134372,0.011475456308041346,0.003028495327134372,0.011475456308041346,FALSE,FALSE
LOC642236,-0.0030125556954157017,0.0201666939806276,0.0030125556954157017,0.0201666939806276,FALSE,FALSE
DDX11,-0.0030078460048553897,0.01698140730714815,0.0030078460048553897,0.01698140730714815,FALSE,FALSE
LOC387895,0.0030040925299594516,-0.002425593131169476,0.0030040925299594516,0.002425593131169476,FALSE,FALSE
CLEC5A,-0.0029990840784129423,-8.054077996495697e-4,0.0029990840784129423,8.054077996495697e-4,FALSE,FALSE
GOT1L1,0.0029931528545272357,-0.011192229933509995,0.0029931528545272357,0.011192229933509995,FALSE,FALSE
ZNF341,-0.002991530919593747,-0.010002772336748227,0.002991530919593747,0.010002772336748227,FALSE,FALSE
GPR65,-0.002987785122416211,0.016575237108519707,0.002987785122416211,0.016575237108519707,FALSE,FALSE
JAM3,-0.0029871008339159197,0.010839147848996068,0.0029871008339159197,0.010839147848996068,FALSE,FALSE
ICAM1,0.002986228151780264,0.018169958362507052,0.002986228151780264,0.018169958362507052,FALSE,FALSE
TRIM16,-0.002984234604069904,0.009720500780938692,0.002984234604069904,0.009720500780938692,FALSE,FALSE
CEACAM6,-0.002983800022819705,0.016386846897733287,0.002983800022819705,0.016386846897733287,FALSE,FALSE
C13orf34,-0.002972521833361205,0.0022370917917840113,0.002972521833361205,0.0022370917917840113,FALSE,FALSE
MYO1G,-0.0029696397340093716,0.014925657876691282,0.0029696397340093716,0.014925657876691282,FALSE,FALSE
SCEL,-0.0029669785371690587,-0.015514879616165527,0.0029669785371690587,0.015514879616165527,FALSE,FALSE
SLC14A1,-0.0029634028841421522,-0.025723587515525587,0.0029634028841421522,0.025723587515525587,FALSE,FALSE
ARNT,0.0029630916888398096,-0.00933582207102308,0.0029630916888398096,0.00933582207102308,FALSE,FALSE
FAM179A,-0.0029563502132239194,-0.0032253205556664042,0.0029563502132239194,0.0032253205556664042,FALSE,FALSE
