gene,Comp1_loading,Comp2_loading,abs_Comp1,abs_Comp2,in_M178_SREBF1_BTM,sterol_focus_gene
LOC284837,0.007953951525554196,-0.006011876704336976,0.007953951525554196,0.006011876704336976,FALSE,FALSE
ZNF316,0.007952288102382401,0.007262825607411988,0.007952288102382401,0.007262825607411988,FALSE,FALSE
PPARGC1B,-0.007947120722941481,0.010342978001719735,0.007947120722941481,0.010342978001719735,FALSE,FALSE
LOC129026 /// LOC644165 /// LOC728438,-0.007947104218668299,-9.281763951627819e-4,0.007947104218668299,9.281763951627819e-4,FALSE,FALSE
DNAJB6,-0.007944126834451918,-0.0019719349995003122,0.007944126834451918,0.0019719349995003122,FALSE,FALSE
ATP2B2,0.007939286912636241,-0.015500185422029175,0.007939286912636241,0.015500185422029175,FALSE,FALSE
RFPL1 /// RFPL2 /// RFPL3,0.007934344641849216,0.0034145972733578872,0.007934344641849216,0.0034145972733578872,FALSE,FALSE
LOC283089,-0.007911664111342824,-0.0012147783711922587,0.007911664111342824,0.0012147783711922587,FALSE,FALSE
TOB1,0.007906000480690232,0.02488122135288783,0.007906000480690232,0.02488122135288783,FALSE,FALSE
PKD2L2,-0.00790344836825216,-0.0027365247371587474,0.00790344836825216,0.0027365247371587474,FALSE,FALSE
FBXW4P1,-0.007890355105737839,0.015518061310075758,0.007890355105737839,0.015518061310075758,FALSE,FALSE
FRMD4A,0.007886044778149682,-0.0010821938392501546,0.007886044778149682,0.0010821938392501546,FALSE,FALSE
INHBA,-0.00787940120661489,0.006468955130943582,0.00787940120661489,0.006468955130943582,FALSE,FALSE
CXCL3,-0.007878982893599834,0.012596088133569945,0.007878982893599834,0.012596088133569945,FALSE,FALSE
GAS1,0.007870643762770578,-0.004304523775500473,0.007870643762770578,0.004304523775500473,FALSE,FALSE
PLEKHF1,-0.007870430298853297,-0.006888282248085244,0.007870430298853297,0.006888282248085244,FALSE,FALSE
LOC100129476,0.007868641740177427,0.0029030256798044914,0.007868641740177427,0.0029030256798044914,FALSE,FALSE
TRIM10,0.007867578388023991,5.803540847435939e-4,0.007867578388023991,5.803540847435939e-4,FALSE,FALSE
KBTBD8,-0.007865448715195797,0.008489734675183283,0.007865448715195797,0.008489734675183283,FALSE,FALSE
ZCCHC4,0.007853000526854411,-0.008657859104250053,0.007853000526854411,0.008657859104250053,FALSE,FALSE
